customer_id,unsub_date,re_engagement_date,user_tenure,num_logins_last_30_days,num_transactions_last_30_days,customer_segment,campaign_type,discount_offered,prev_winback_success,app_usage_time,winback_propensity_score,winback_success
1b1f52ea-ec64-44e7-9015-0db376c1431b,2023-08-01,2023-03-05,51,20,2,Medium-Value,SMS,22.73,0,226,0.947,1
4662caaf-e7b8-4db4-96e8-0fc35f9702c0,2023-05-15,2024-01-14,722,7,2,Medium-Value,Email,20.77,1,255,0.092,0
b39c924d-2452-477e-b34a-99b38feaa608,2023-04-13,2023-06-21,934,17,4,High-Value,Email,13.14,0,304,0.722,0
79c7e7a6-a296-4ec9-9590-de406f28a620,2023-05-18,,243,17,3,Low-Value,SMS,25.8,0,198,0.365,0
c8c3b670-2f64-4e33-9e66-0d3210b63712,2023-02-05,2023-08-19,340,4,6,Low-Value,Email,24.22,0,339,0.263,0
ac3a8ba1-f222-4fcd-b0c8-3c0477b05af5,2023-03-29,2024-01-26,528,18,0,Medium-Value,Push Notification,16.13,0,326,0.211,0
dde8dbed-d0e6-42d3-9155-36c6a8c53923,2023-02-04,2023-05-30,70,19,3,Medium-Value,SMS,15.52,0,238,0.176,0
71c79e00-95cf-42fc-8cc1-3705a3e3af17,2023-04-29,2023-02-10,254,13,4,Medium-Value,SMS,5.27,0,328,0.528,0
c4e985e1-6a6b-46a1-b6fe-4b5776261af8,2023-03-09,2023-02-20,185,21,2,Low-Value,Email,26.09,0,331,0.045,0
7567c2c3-63d1-43c1-94f5-2b359a9b4bef,2023-01-05,2023-09-05,57,20,2,High-Value,SMS,12.1,0,357,0.77,0
a30aaa66-d71b-49b0-a04a-7a0eb7dbfa84,2023-02-16,2023-10-08,167,15,2,Low-Value,SMS,16.77,1,410,0.233,0
d7986bea-84b4-418f-aa23-10fbc5d504fe,2023-10-13,2023-12-01,25,12,2,High-Value,Email,15.28,0,341,0.434,0
7683184e-68ec-4c39-b8a1-662b7714fea4,2023-05-04,2023-08-06,9,10,1,Medium-Value,Push Notification,21.95,0,348,0.08,0
c2aaf4c1-6570-40d6-9f95-dac5579c9fb2,2023-03-03,2024-01-26,53,14,5,Medium-Value,Email,14.75,0,189,0.47,0
1a85e91a-0b3d-41f9-b4a8-089979e5c0fd,2023-07-24,2023-05-05,1204,17,2,Medium-Value,Email,9.49,0,146,0.627,0
7123bc0a-95a1-40ae-81dc-592d6e0f9d81,2023-01-13,2023-04-22,291,13,2,High-Value,Push Notification,,0,244,0.049,0
bf3b7ca4-da57-4948-b1f5-9f92a79ddbcc,2023-06-18,2023-06-09,1232,4,1,Medium-Value,Push Notification,9.59,0,332,0.868,1
0b893c41-830c-4b00-acbc-127b97769011,2023-05-29,2023-07-21,206,21,6,Low-Value,Push Notification,5.71,1,341,0.299,0
b8b7d747-d222-4e26-bbff-dd07d8199c5c,2023-09-18,2023-12-30,136,15,2,Medium-Value,Push Notification,9.91,1,50,0.34,0
2278f3c7-f255-44d4-9fd3-25dadf16e29c,2023-07-06,,257,13,2,High-Value,Push Notification,16.38,0,313,0.166,0
bd087013-c375-4b29-9415-88d3c7dba720,2023-02-02,2023-09-28,211,19,3,High-Value,Email,15.58,0,412,0.884,1
b28268d3-d184-440b-a37d-687f72ca9642,2023-11-01,2023-05-23,40,22,5,Medium-Value,Push Notification,24.91,1,525,0.346,0
79b7dd8d-50e3-416c-a210-49301c6990a1,2023-06-17,2023-03-19,373,1,1,High-Value,Push Notification,9.87,0,444,0.298,0
83651722-1172-4826-857a-317beb14d807,2023-07-07,2023-06-05,88,17,6,High-Value,Email,24.39,0,247,0.72,0
8caf1b17-078b-42f3-b63a-4d019acfe64d,2023-07-25,,352,7,5,Medium-Value,Email,7.41,0,242,0.316,0
b855e8c2-4a6f-4113-af32-41dbba278083,2023-06-11,2023-12-23,383,17,6,Medium-Value,Email,16.84,0,349,0.462,0
82314f17-9700-4f39-8657-d6e4c32f99e9,2023-07-13,2023-08-10,60,15,5,Medium-Value,SMS,26.63,0,380,1.0,1
f1b998c9-1ea3-4833-b02e-9b783adf7d9c,2023-08-22,2023-12-05,23,18,3,Medium-Value,Email,15.32,1,412,0.49,0
6ea5dc80-dea3-4a19-bf7c-c63e04064b26,2023-10-11,2023-12-28,553,12,3,Medium-Value,Email,29.08,0,359,0.463,0
304a971e-c1dc-443c-9251-63d5961de7ea,2023-06-06,2023-03-12,224,5,2,Medium-Value,Push Notification,20.78,0,177,0.798,1
7bdc12cc-17fd-403b-97f5-f62c03b51a52,2023-03-16,2023-09-26,21,12,3,Medium-Value,SMS,,0,160,0.043,0
047bfe7e-7be0-40bd-9d1f-0c1e23d1d7d0,2023-05-04,2023-11-01,1924,17,6,Medium-Value,Email,17.75,0,445,0.376,0
4f502cf9-5f63-435f-99c9-1d950903c6de,2023-06-05,2023-01-23,21,20,5,High-Value,Email,15.74,0,283,0.701,0
b8ff6b03-b3b7-4207-be97-5ea0a353eece,2023-09-15,,433,9,2,Medium-Value,Email,7.12,0,203,0.912,1
1f7103bb-49c6-4fbf-a04b-baa2fcc499ab,2023-09-19,2023-05-16,1502,20,1,Medium-Value,Email,8.0,0,186,0.649,0
2d2c2df4-0bc9-4baf-abcd-73bb2d20ea7b,2023-01-20,2023-07-04,99,11,7,Medium-Value,Email,19.29,0,245,0.53,0
c4f2dc26-16c9-41b3-8611-8150f37003fd,2023-04-23,,56,16,4,Medium-Value,Email,20.34,1,459,0.461,0
97900a47-6d80-4ae9-a184-8a52ddf9b850,2023-06-23,2023-01-12,47,12,2,Low-Value,Email,29.62,1,275,0.479,0
2cb6f63f-00e0-4bf6-8782-7b39e7e5fddc,2023-02-07,2023-05-07,131,15,3,Low-Value,SMS,26.44,0,372,0.471,0
5c9467f5-cf15-42ed-9ed6-b7e58e45faa5,2023-08-11,2023-11-27,38,19,5,Medium-Value,Push Notification,26.11,1,334,0.939,1
f7d6abe3-c1c4-4337-8b92-50ba8ac5fd1a,2023-09-26,2023-01-21,430,8,2,High-Value,Push Notification,,0,294,0.81,1
9c2ed04c-5f61-4832-a3c8-f96eea7946fb,2023-08-29,2024-01-03,23,11,2,Medium-Value,Email,15.29,0,102,0.324,0
aeb8f41f-b2e0-4f3d-8794-aa6926e6811f,2023-07-21,2023-09-19,259,15,3,High-Value,Push Notification,7.55,0,383,0.061,0
30f6a960-0634-4bbb-88e1-1eaf8dcd9cb0,2023-09-18,2023-06-24,2085,27,5,Medium-Value,Email,19.54,0,225,0.684,0
44507997-c086-4967-84e6-822836d0bfd5,2023-02-07,2023-11-26,613,10,3,Low-Value,Email,6.74,0,134,0.729,0
36d85b02-233b-4e15-a191-d38b7c15c58d,2023-08-16,2023-03-06,348,25,3,Medium-Value,Push Notification,16.17,0,115,0.772,1
ed7db686-cac5-4f12-90f1-aa7cd5bc38e7,2023-11-07,2023-02-14,133,25,2,Medium-Value,Push Notification,19.15,0,358,0.233,0
de691e39-1cc4-48ae-ae5a-cdc5e56b9d8b,2023-08-16,2023-06-27,356,14,4,High-Value,SMS,10.7,0,380,0.637,0
3cd97985-6bed-42a0-82eb-907540484e73,2023-08-20,2023-03-10,273,13,7,High-Value,Push Notification,24.39,0,71,0.639,0
c55fbe0c-557c-4345-ad27-c04af2c24687,2023-06-11,2023-06-05,202,11,1,Low-Value,Push Notification,,0,247,0.111,0
42229b29-a7b5-4cfe-ac60-d4aa0ef1d346,2023-02-15,2023-09-24,51,14,3,Medium-Value,Email,8.7,0,336,0.774,1
5c9951e1-ead7-4143-b4b6-efc3cd00b8f0,2023-10-10,2023-06-19,794,7,3,Medium-Value,Push Notification,29.59,0,315,0.592,0
30dc2229-13c7-4a26-ac97-73ee6f9e8015,2023-09-03,2023-04-09,218,14,3,Medium-Value,SMS,18.55,0,248,0.498,0
7fd73d57-a61c-47ff-a7ef-3a627c6a03a6,2023-09-30,2023-10-15,79,22,2,Low-Value,Push Notification,5.66,0,291,0.04,0
008a1eba-d0f2-425c-9bd7-86280e6cf7bd,2023-07-26,2023-07-31,167,11,1,Medium-Value,Push Notification,13.75,0,394,0.458,0
d44773d0-c23e-43c7-a9e3-016346778f66,2023-11-20,2023-02-22,195,13,4,Medium-Value,SMS,29.48,0,343,0.851,1
6e26ad05-bcf6-446a-aa67-5763c66f1bfa,2023-12-22,2023-10-01,641,6,4,Medium-Value,Email,27.56,0,364,0.372,0
3fd8fa25-d287-4144-a87e-52308f53f840,2023-06-23,2023-06-07,482,16,6,Medium-Value,SMS,8.78,0,256,0.98,1
5be18d21-3b2c-45bd-98c9-2feb7e2baa9a,2023-01-19,2023-04-25,535,16,3,High-Value,Email,26.38,0,172,0.787,1
4caf3591-ec24-4ad1-9da4-cfb2929bcd6e,2023-05-28,2023-02-18,4,15,3,Medium-Value,Email,20.46,0,324,0.824,1
cdb255b6-c1a9-423e-b9f2-ed212c2ee21b,2023-09-02,,196,13,3,High-Value,Push Notification,,0,380,0.588,0
ec3724d4-92b3-4cc4-b76f-e6300852a56b,2023-10-21,2023-02-01,239,13,3,Low-Value,Email,23.94,0,232,0.281,0
537bbe62-3a00-4ad0-9387-cdf78986139e,2023-11-03,2023-03-10,7,17,6,Medium-Value,SMS,15.32,0,323,0.402,0
1bf08df6-d6e4-4b9a-ab64-d9e9c4de2c53,2023-12-07,,109,14,5,Low-Value,Email,,0,299,0.618,0
92876c70-2544-4dd6-a1fa-a825ce150d44,2023-11-03,2023-05-26,521,16,5,Medium-Value,Email,14.57,0,133,0.885,1
ee939035-40f2-469b-adab-95e1ae8512f6,2023-05-03,2023-03-28,53,16,3,High-Value,Email,19.91,0,284,0.727,0
b1a635bc-aa16-4a59-b376-aac985eaf273,2023-07-19,2023-07-21,279,20,4,Medium-Value,SMS,22.86,0,317,0.36,0
31d92da3-2a13-4823-8d53-5db59fd1f0d5,2023-05-15,2024-01-12,88,18,2,Medium-Value,Email,21.19,0,253,0.258,0
0ba57136-068a-45dd-bdf8-49e5630adba3,2023-05-31,,4,15,1,Medium-Value,Push Notification,11.04,0,409,0.634,0
7646d652-f777-4455-9fa5-d7106922de74,2023-04-08,2023-12-29,100,22,1,Medium-Value,SMS,,0,175,0.081,0
b799d844-a11b-4ef5-b7cb-be741a7e1fdf,2023-08-03,2023-10-26,1359,17,3,High-Value,Email,8.39,0,515,0.375,0
962a023a-ffed-4a24-88e1-1e3d23226036,2023-08-28,2023-11-10,590,21,0,Low-Value,Email,29.28,0,299,0.251,0
6e871f96-bcf5-4c93-8a80-76021d3d2330,2023-11-16,2023-08-12,1171,18,4,Low-Value,Email,16.84,0,280,0.87,1
be071f4b-b67c-4021-95d3-66fa3e8ffd18,2023-10-06,2024-01-08,244,5,2,Medium-Value,Email,7.28,0,391,0.656,0
b6bb66b6-c6be-4753-9485-320465975b9b,2023-10-28,2023-06-23,42,21,6,Low-Value,Email,19.42,0,150,0.121,0
d1190d37-f3b9-4c1b-b376-775bce7d6362,2023-09-14,2023-03-16,289,15,4,High-Value,Email,19.42,0,527,0.511,0
f055b734-75fc-4ef0-93cb-0cc49f279188,2023-03-29,2023-01-16,221,14,2,Medium-Value,SMS,5.97,0,231,0.789,1
f1325109-9164-428f-802a-5dda7434162d,2023-05-08,2023-06-22,678,16,5,Medium-Value,Push Notification,5.27,0,388,0.11,0
fccf710a-18a9-4ad1-972c-ecff746473f8,2023-05-24,2023-02-06,37,13,1,Medium-Value,Push Notification,29.9,0,300,0.572,0
d8198d0a-ccc0-4416-9ce8-0ec63301601e,2023-08-08,2023-02-16,244,16,7,Medium-Value,SMS,14.75,0,198,0.758,0
e5c74488-13d1-4118-a5ac-b5dbc6ccebfd,2023-06-18,2023-12-11,59,12,2,Medium-Value,Email,11.14,0,401,0.209,0
bd94953a-84e9-46ab-87ec-c0b58c67a9e7,2023-10-14,,143,21,1,High-Value,Push Notification,18.69,0,352,0.929,1
1deaf88e-95b6-4f24-ae3d-d91486397ab2,2023-02-19,,487,14,5,High-Value,Email,5.21,0,600,0.552,0
22566282-5a26-4831-84a1-0ed54ce35ccc,2023-05-07,,235,13,3,High-Value,Email,5.32,0,338,0.632,0
3f1aaa68-e10f-4e72-a4ba-95a57adbd711,2023-11-23,2023-06-26,172,10,1,Low-Value,Email,7.82,1,236,0.353,0
67d04b46-b48c-4e08-9def-cf0947f57382,2023-09-11,2023-01-14,183,16,6,Medium-Value,Email,25.06,0,114,0.774,1
277f096a-2b54-4341-b60a-cf249e1cc941,2023-03-10,2023-10-05,224,15,5,Low-Value,SMS,11.21,0,225,0.599,0
5d59290e-8f21-48f0-bb66-87fcce9ffa5f,2023-12-31,2023-11-17,561,16,4,Medium-Value,Email,17.59,0,325,0.918,1
6e2169ca-653f-4720-a66c-c176284eab97,2023-05-03,2023-05-26,812,9,4,High-Value,Push Notification,10.59,0,262,0.485,0
f8a2006f-dc70-4201-bcc4-ae56cd845157,2023-06-30,2023-02-04,1134,6,3,Medium-Value,Email,18.62,0,376,0.607,0
610e8bfb-8917-4706-8151-d2bea9cf6cbb,2023-01-28,2023-07-10,564,18,4,Medium-Value,Email,17.72,0,336,0.575,0
07125586-c972-4d27-ab86-7a3ead369907,2023-06-16,2023-03-11,138,22,2,Medium-Value,Email,15.02,0,175,0.578,0
317d9c1a-70e1-4dff-a34e-93ba66574b6b,2023-12-11,2023-02-09,425,9,3,Medium-Value,Push Notification,15.83,0,259,0.714,0
5a1fa66c-d4dc-49bb-8264-29a20492fb83,2023-03-01,,210,22,0,Medium-Value,Email,21.33,0,213,0.105,0
1357969f-17a6-4c70-a6da-66c448a2d119,2023-01-08,2023-04-04,107,16,3,Medium-Value,SMS,26.05,1,334,0.603,0
86d90480-3ad2-44f0-9444-340bf82de290,2023-04-24,2023-01-31,670,14,3,High-Value,Email,12.99,1,343,0.418,0
06950d07-1fd4-4668-8d36-da953af9429f,2023-08-29,2023-05-19,14,13,2,Low-Value,Email,18.3,0,239,0.451,0
bb6a4c1c-e873-4d16-955c-23ce4c753bcb,2023-02-17,2024-01-24,846,8,3,Medium-Value,Email,26.35,0,136,0.434,0
1d18a7e1-1e5e-4b57-95e9-d9d73b83e7c1,2023-01-04,2023-06-19,225,19,3,Medium-Value,Push Notification,9.2,0,581,0.111,0
1c314f34-35ab-4f30-bc99-27d45a82e42d,2023-05-11,2023-06-25,370,11,1,Low-Value,Email,29.49,0,332,0.015,0
68415699-60e5-4d54-beb3-69a7fffd99ee,2023-06-18,2023-02-22,393,11,1,High-Value,Email,23.77,0,332,0.107,0
fbb18a08-5b52-41b9-88af-c37b4c420498,2023-03-18,,823,19,1,Low-Value,Email,14.15,0,112,0.435,0
4064f49e-2b69-4f87-a923-5c50faaeb088,2023-04-05,2023-09-05,369,5,2,Medium-Value,Push Notification,14.38,0,372,0.378,0
e83603f1-7d32-4299-82e5-c5ae51396afb,2023-05-07,2023-01-05,347,7,2,Medium-Value,SMS,10.13,0,406,0.142,0
4b79a617-3ad7-4dc1-9cca-78a8cc5a2b0a,2023-11-19,2023-01-17,25,14,1,Low-Value,Email,11.7,0,333,0.724,0
0fe8b5d4-7ac6-4971-82d3-35995b1a6826,2023-01-02,2023-02-14,266,16,3,Medium-Value,Email,19.68,1,313,0.715,0
53d49c28-afe3-49b7-94e5-30ad468046c6,2023-10-21,2023-11-09,59,17,3,Low-Value,Email,5.09,0,313,0.911,1
b048df9c-6771-4da6-b9cd-07a1867134d4,2023-11-22,2023-06-09,488,13,0,Medium-Value,SMS,5.58,0,211,0.848,1
2c1234f1-9ded-44e5-ba6c-0b2828d6509a,2023-05-08,,262,27,2,Medium-Value,Email,29.66,0,230,0.828,1
928e4187-ba95-4a76-9828-876daf050604,2023-10-12,2023-07-10,416,13,2,Medium-Value,SMS,10.89,0,276,0.802,1
3c30cd16-754a-4e0d-975a-1cf21be81d98,2023-06-07,2023-06-24,15,13,6,Low-Value,Email,25.74,0,409,0.882,1
13f758fb-6670-48d9-94cd-6fa76b75440e,2023-02-04,,32,11,4,High-Value,SMS,20.31,1,326,0.514,0
de4612fe-6dcb-4d40-bf98-5a791c811c3a,2023-08-24,2024-01-12,459,15,2,Low-Value,SMS,,0,225,0.078,0
92013a4e-e059-42df-a434-58c7e6c24fa1,2023-10-20,2023-07-16,27,18,5,Medium-Value,Email,,1,235,0.567,0
a075c2e2-fbd5-4b9e-b9f2-6de82bbc195c,2023-07-14,,26,21,2,Medium-Value,Push Notification,6.25,0,83,0.847,1
e7a9c1d8-e1c4-48aa-a713-394c19f51ce7,2023-03-24,2023-02-05,4,7,5,High-Value,Push Notification,23.9,1,344,0.095,0
07847ed9-a67c-493a-bf21-d9fdcb8aa17f,2023-08-19,2023-06-23,1144,13,3,Low-Value,Email,26.42,0,279,0.82,1
28ddda8e-efeb-431e-b928-c85a577ffa92,2023-01-19,2023-07-14,488,17,2,Low-Value,Email,12.01,0,318,0.138,0
08aea2d6-3e3c-4314-a810-7a17ded72677,2023-10-06,2023-10-03,159,17,2,Medium-Value,SMS,,1,600,0.026,0
59f97f32-854b-4a19-a8ee-d6d3efb5935f,2023-06-12,2023-09-09,128,15,4,Low-Value,SMS,7.58,0,255,0.702,0
58a4f8cf-05b5-4ff6-9ce2-a5de28dbabdf,2023-08-31,2023-03-11,157,17,3,Low-Value,SMS,26.4,0,321,0.645,0
d9e10259-36bf-4bbb-8e6e-054231158358,2023-12-24,2023-03-19,543,10,4,Medium-Value,SMS,25.2,0,236,0.878,1
09265332-7a09-413b-8e39-ffea585030ab,2023-08-16,2024-01-01,395,22,7,Medium-Value,Push Notification,15.63,1,283,0.663,0
4b8d5f3e-d976-4e89-9728-e5462ec8c096,2023-04-09,2023-01-12,74,19,4,Medium-Value,Email,14.44,0,202,0.263,0
b46aa1af-cba9-4efd-a020-e1ea01140d05,2023-02-26,2023-04-26,69,8,5,Medium-Value,Push Notification,15.69,1,190,0.921,1
b803916b-bc77-4219-96af-74e221fb0eb8,2023-12-04,2023-08-01,37,9,1,Medium-Value,Email,15.51,0,119,0.903,1
2556ccf5-87c2-44a8-ba81-aae3a733e7ea,2023-02-13,2023-05-22,394,9,2,Low-Value,Email,15.74,0,191,0.943,1
ff464f85-cd97-4b36-98f6-3154582d0397,2023-03-30,2024-01-10,527,18,4,Medium-Value,Push Notification,8.64,0,323,0.739,0
5f586b60-ec16-4995-9789-a24edaa5c94e,2023-05-11,2023-11-08,112,8,0,Low-Value,Push Notification,5.34,1,268,0.87,1
aaecf7e5-f766-417e-8cf5-9dd7623f1e61,2023-06-01,2023-06-11,7,13,3,Low-Value,Push Notification,24.06,0,278,0.241,0
28289e31-2d05-41f6-9a85-c6613f4cd03c,2023-11-09,2023-11-12,31,17,1,Low-Value,Email,13.59,0,254,0.585,0
13e9608f-fa06-49af-b85c-7a6714d890d5,2023-10-03,2023-12-08,1254,14,2,Medium-Value,SMS,17.27,0,315,0.268,0
1559c83a-6e6c-4dd1-83a6-7f4a346524c9,2023-04-19,2023-11-20,127,16,2,Medium-Value,Email,12.69,0,309,0.327,0
ad87de02-8bca-4c5b-aa83-e2001871a1f7,2023-06-21,2024-01-08,535,9,3,Low-Value,Push Notification,14.54,0,303,0.827,1
2000d413-468c-48fc-922f-bfe07c909166,2023-06-18,2023-10-20,357,17,3,High-Value,Email,6.87,0,267,0.711,0
75c0c1ae-f50b-4864-878b-7d8fa785da76,2023-10-10,2023-01-24,175,11,3,Low-Value,Push Notification,14.26,0,372,0.926,1
63e9c0ab-6546-457c-b1ff-62e0e065fe1f,2023-08-29,2023-08-31,84,13,3,Medium-Value,Email,16.58,0,99,0.782,1
b4412a62-82eb-4f98-94d7-e87a0124f99e,2023-01-05,2023-03-05,47,16,2,Medium-Value,Email,25.82,0,223,0.291,0
c0ee6464-ebad-46af-8808-609c9412471c,2023-04-22,2023-08-08,348,15,3,Low-Value,SMS,13.06,0,220,0.882,1
eaec0653-6393-499f-86b3-462f4b460bd7,2023-08-05,2023-06-04,543,15,1,Medium-Value,SMS,7.21,0,364,0.076,0
748e4aa8-bf80-4278-bd1b-12ee45fc2a02,2023-05-16,2023-03-14,376,11,3,Low-Value,Push Notification,23.98,0,246,0.082,0
7852bbb0-6354-4054-b56d-f0e34228cc62,2023-08-19,2023-01-21,275,13,3,Medium-Value,Email,14.39,0,202,0.273,0
98ceda7a-10ce-4855-8e49-7b7ac4de285b,2023-10-19,2023-01-11,15,15,5,Medium-Value,Push Notification,27.88,0,317,0.805,1
6dd38b01-642c-4dc1-bdae-7cfa81af6080,2023-11-30,2023-06-06,1261,8,6,Medium-Value,Email,28.98,0,380,0.927,1
77f52ebd-b9ab-4d65-8730-98eaa734c82e,2023-12-21,2023-03-08,585,12,1,Medium-Value,Push Notification,26.8,0,373,0.646,0
6fa99cf6-1d95-4e2b-a87d-0d490cb3bf8c,2023-12-15,2023-07-11,126,16,2,Medium-Value,Email,10.67,0,392,0.928,1
fcfe5ea1-cc32-4eed-8f6a-8f39d41c9014,2023-12-30,2023-06-03,1427,8,5,Low-Value,Email,,0,311,0.6,0
5587af4d-d196-48b1-bd3b-913e85de2994,2023-11-30,2023-03-29,336,20,3,High-Value,Push Notification,24.85,0,328,0.932,1
62ca6634-65cb-49b8-bfeb-cd69028c68fa,2023-12-03,2024-01-03,318,21,3,Medium-Value,Email,16.15,0,274,0.424,0
bc985471-0c48-43e3-8acf-05db59a427e6,2023-10-01,2023-11-25,503,8,3,Low-Value,Push Notification,12.45,0,267,0.972,1
a2fa1895-1ad1-4bf3-b4ff-bf93364d7d8c,2023-03-21,2023-08-13,609,21,0,Medium-Value,Email,12.35,0,202,0.211,0
d258fa0c-a48b-424b-86ef-6d9ab397c3a9,2023-09-02,2023-12-18,390,14,0,Medium-Value,Push Notification,19.44,0,369,0.232,0
3897e3fb-2f4e-4a39-8856-adff046ce6e1,2023-02-24,2023-11-14,50,17,1,Medium-Value,Email,27.38,0,120,0.245,0
d457580f-6831-4212-b5dc-2d62f029f1d0,2023-03-13,2023-10-03,150,12,3,Medium-Value,Push Notification,20.47,0,169,0.168,0
bdaf242a-6f97-44be-9b8f-b42d2e25e778,2023-04-22,2023-02-05,960,19,4,Low-Value,Email,20.51,0,486,0.508,0
7198497e-8e27-425f-bb04-360773e9ccf6,2023-06-02,2023-12-17,92,17,3,Medium-Value,Email,23.67,0,288,0.543,0
4b308246-fda0-414f-8e49-b6fe80e4f190,2023-02-26,2023-03-06,169,10,2,High-Value,Email,24.01,0,314,0.779,1
a56300a9-1608-4c19-8c65-68d9914e9e6d,2023-04-19,2023-03-31,206,9,3,High-Value,Push Notification,,0,178,0.305,0
bb60868e-f92d-4d7a-8589-e1ba6bb2c94c,2023-10-15,2023-12-29,211,7,1,Medium-Value,Email,9.05,1,348,0.911,1
8d20fceb-0c58-4eba-b8a3-4143e84fadd0,2023-03-18,2023-08-07,346,15,1,Medium-Value,Email,29.62,0,437,0.833,1
7e19951f-2a60-440d-84f0-569c203cc88d,2023-10-11,2023-06-03,1046,17,1,High-Value,Email,13.22,0,445,0.75,0
80ab468a-44a5-4c77-8ff8-3d210c7cb457,2023-05-01,2023-05-02,100,18,3,Medium-Value,Email,12.04,0,148,0.981,1
822f3893-7843-4bb5-9e65-93ac5f82420d,2023-02-02,2023-07-19,47,14,3,Medium-Value,Email,17.74,0,416,0.026,0
ee618461-b683-4805-bf7a-52df809882e8,2023-06-11,2023-05-17,80,9,3,High-Value,Email,11.61,0,301,0.988,1
d319a88d-afe7-4393-b805-ddef1c123da2,2023-02-11,2023-07-05,795,11,5,Medium-Value,Email,10.82,0,50,0.234,0
a2836715-99f0-478d-afad-75e68f14b972,2023-08-12,2023-08-19,378,20,5,Medium-Value,Push Notification,29.17,0,146,0.042,0
6dfd0f51-a90d-427c-bc58-9537930754e1,2023-03-17,2023-12-21,122,12,5,Low-Value,Email,7.6,0,111,0.449,0
1940843a-3d70-4609-90d7-f2f2239db83a,2023-07-13,2023-04-17,617,15,3,Medium-Value,Email,29.75,0,360,0.686,0
7f7874ae-e9d0-484c-bff1-d871b7dfeba2,2023-08-08,2023-04-11,721,9,1,Low-Value,Push Notification,20.56,1,281,0.295,0
76a470b3-d86c-4cc8-93a6-6bd7f2ff0af9,2023-04-07,2023-10-02,684,16,2,Medium-Value,Push Notification,28.96,0,234,0.448,0
db53e6e6-0c8a-43b8-8082-9ef26a043d52,2023-06-02,2023-03-03,917,12,2,Low-Value,Email,27.44,0,290,0.237,0
6ecc05b5-5c04-4d5f-a3db-8bb7304a0fab,2023-01-09,2023-10-29,106,20,0,Low-Value,Push Notification,21.21,0,475,0.001,0
a6a091d3-c7e4-48fe-bf50-5da1a13f6db9,2023-11-05,2023-12-24,513,18,2,Low-Value,Email,19.75,0,270,0.894,1
858adacb-e3bd-450f-a707-890c75e757af,2023-07-12,2023-11-16,225,12,2,Medium-Value,Push Notification,29.82,0,332,0.362,0
f76fe7bc-3be3-4f3d-8e39-0fbdf25b477a,2023-07-01,2023-07-22,673,14,1,Low-Value,Email,17.88,0,363,0.147,0
c28566f8-4123-4c10-b98b-c3d04aa73f64,2023-01-29,,475,12,2,High-Value,SMS,9.47,1,178,0.385,0
a4b724f5-bc7b-4dba-be79-996636b36a2f,2023-12-18,2023-10-05,546,7,2,High-Value,Push Notification,29.82,0,356,0.014,0
24f2d475-23b6-4dbb-af37-dde3be741d2b,2023-11-30,2023-07-18,389,10,4,Low-Value,Email,13.09,0,391,0.08,0
160db794-b025-4491-92f4-504ac1dcae3d,2023-11-14,2023-09-19,71,15,1,Low-Value,Email,7.19,1,400,0.557,0
fd6a2981-906f-4714-a67e-fc9b1e1dcab1,2023-08-01,2023-01-04,287,16,7,Low-Value,Push Notification,22.92,0,285,0.225,0
2b7a0552-fec2-463a-8a90-62f1e1c4f17a,2023-05-13,2024-01-05,1524,15,5,Low-Value,Email,16.15,0,393,0.655,0
92116b1a-498a-4d35-9e1e-a254ca7ed3b6,2023-03-24,2023-03-14,1011,13,2,Medium-Value,Email,14.7,0,349,0.452,0
94943a56-6df2-4253-9566-b4285c28d9bb,2023-05-03,2023-05-16,16,19,1,Low-Value,Email,20.79,0,306,0.072,0
48e50b76-05cb-4f41-92da-2faa75fd6b0c,2023-06-06,,65,15,2,Medium-Value,Email,6.32,0,391,0.529,0
731dee1f-04ab-4fe3-a7d7-e677b75a260f,2023-11-22,2023-05-23,51,18,4,Low-Value,Email,22.46,0,474,0.633,0
8e1d70bf-73d6-4cc5-9aa8-c6dfd0a96866,2023-11-28,2024-01-10,472,6,1,Medium-Value,Push Notification,17.59,0,392,0.558,0
8f9f5a9a-3ec3-4d7a-83b1-0fa9628cf6a8,2023-10-23,2023-12-23,621,1,3,High-Value,Push Notification,17.26,1,292,0.255,0
69039d25-0daf-40e0-a961-6bc49f9c0ecb,2023-09-30,2023-05-11,87,16,8,Low-Value,Push Notification,27.5,0,251,0.028,0
58af0d3f-72c5-4b5b-abe1-eb1c79db9635,2023-11-03,2023-02-16,257,7,2,Medium-Value,Email,25.78,1,352,0.419,0
ac4ffb35-552c-42f0-a865-03a611fb7756,2023-11-06,2023-06-05,670,13,3,Medium-Value,Push Notification,18.29,0,315,0.659,0
e8fb7d6c-3c6e-418b-b44d-41943e323274,2023-03-15,2023-02-18,481,13,2,High-Value,SMS,19.46,0,412,0.07,0
1db05662-68fb-48b2-91f0-c98462db7f79,2023-01-07,2023-06-16,285,22,2,High-Value,Email,25.17,0,204,0.917,1
bef267ad-394f-4080-a877-dd7b060965cc,2023-10-03,2023-03-22,325,16,4,Low-Value,Push Notification,,0,403,0.342,0
b1ff1efa-e9dc-487e-aca6-cf803cd6f13a,2023-08-06,2023-10-05,259,15,9,Medium-Value,Push Notification,21.78,0,160,0.346,0
b507eec3-607b-402c-967f-c393e1373967,2023-05-09,2023-01-05,128,19,3,Low-Value,Push Notification,18.52,0,282,0.333,0
